comment_id,text,video_id
UgwcqCQOqIOIHWpVANB4AaABAg,the crashing part of this course is me crashing a plane into the world trade center,B43YEW2FvDs
UgzlGjKGDHmZzhg54Xt4AaABAg,Is it just me or does the Mr.Cliiford guy look a lot like Mark Cuban?,B43YEW2FvDs
UgywCPe8cQr87cr9lPx4AaABAg,"Communist Countries such as China, Vietnam, North Korea, and Cuba.",B43YEW2FvDs
UgwTPPTKVNAsvJqwoDR4AaABAg,Economic Systems are Different!,B43YEW2FvDs
UgyAjhLwySxHIw-wzu94AaABAg,The green shirt loks like a scrub suit.,B43YEW2FvDs
UgwefWDjNtBHvNwzcDB4AaABAg,watching in 0.75 playback speed lol,B43YEW2FvDs
UgyaxSxwxBwCbDS5ChB4AaABAg,Im just here Bc I have to,B43YEW2FvDs
UgwYqT0VNtBMdyuHMOd4AaABAg,9:10 “Prescient!” he said from the midst of worldwide stay-at-home policies during the coronavirus pandemic. This crisis will test the economic systems of all nations. How will healthcare be provided? How will economic recovery proceed once (if?) we’ve weathered COVID-19? Both economic and governmental systems may be forced to rethink some things.,B43YEW2FvDs
UgwjiROo9YhrFPGOl5x4AaABAg,You both are the best. God bless you .,B43YEW2FvDs
UgwQzvmuwfaeaNFlzIt4AaABAg,"at 6:45, dollar signs should be pointing toward the government, not from it",B43YEW2FvDs
UgzdXbEvxv8pdGPLWMp4AaABAg,i hate this video,B43YEW2FvDs
UgwfsCHdyf7XuezLwsF4AaABAg,He speaks very fast,B43YEW2FvDs
UgxjtPRz8cNB_hPT8cB4AaABAg,"The DeLorean part is completely wrong:
It DOES travel through time, but only to the future at the 1s/s rate",B43YEW2FvDs
Ugx6cTWQq19EhaNPv7Z4AaABAg,"Love you both, esp. Adriene really funny ..😁😊",B43YEW2FvDs
Ugwfm2Nl897MeulPt4h4AaABAg,how did these guys get 10 mil subs?,B43YEW2FvDs
Ugw_y4_9DtwzwcTLj094AaABAg,"If businesses want free reign for the market, they should stay out of govt influencing. :P",B43YEW2FvDs
UgxIldd2Am6t9OWGf454AaABAg,Will you please do a video on The Free Enterprise system?,B43YEW2FvDs
Ugx2bMlcoaSx3y1MqAd4AaABAg,"I mean OK videos.
Try not to take her in the videos,it's really cringe , handling that overacting.
Guy is great👍",B43YEW2FvDs
UgwKnCeBjxYSN9bZxQd4AaABAg,"Thank you so so so so much for this video, this is literally exactly what I was hoping for, it's just what I needed. Just a brilliant, perfect summary of planned/market economies, perfect simplicity.",B43YEW2FvDs
UgyMm_uinM9tNPW1dTh4AaABAg,"""Well, actually, it will end, when humanity ends, because microscopic organisms..."" 

Aight I've learnt enough.",B43YEW2FvDs
UgxMDOm66le70RiCa2d4AaABAg,AC DC belt,B43YEW2FvDs
UgyUkpMb0vV9Qop_Yh94AaABAg,I watch at 0.75 speed for Jacob,B43YEW2FvDs
Ugw_CM9bHEbQFZ6t1Rt4AaABAg,My guy this sucks,B43YEW2FvDs
UgzES36JEKikj29EjmZ4AaABAg,Ma i sottotitoli in italiano?,B43YEW2FvDs
UgznjNfW9dxml9JiJWJ4AaABAg,Did anyone else notice the Illuminati elephant at  5:42?,B43YEW2FvDs
UgyMn63F_66gwLP4cJJ4AaABAg,That guy is wearing an AC/DC belt,B43YEW2FvDs
UgxPWN_V8AR7KlaqrP14AaABAg,The shirt is in fact better,B43YEW2FvDs
UgzgvZIe8nTKcfHrflt4AaABAg,"i put his voice at half the speed to understand him, but then i get offended cause it sounds like he's slowing things down for the dumbasses in the class",B43YEW2FvDs
Ugx2_QbRhV5jBS7EWiB4AaABAg,"thank you,, i  never thought i would enjoy economics but i do now",B43YEW2FvDs
UgyUtwiq4CJTzIruhXt4AaABAg,"Thank you CrashCourse and team and all the patrons (Mark Brouwer, Jan Schmid, Anna-Ester Volozh, Robert Kunz, Jason A Saslow, Christian Ludvigsen, Chris Peters, Brad Wardell, Beatrice Jin, Roger C. Rocha, Eric Knight, Jessica Simmons, Jeffrey Thompson, Elliot Beter, Today I Found Out, James Craver, Ian Dundore, Jessica Wode, SR Foxley, Sandra Aft, Jacob Ash, Steve Marshall) for making education free for many.",B43YEW2FvDs
UgxCfEwgGaonsgvRQ1R4AaABAg,"Ok summary. However, fails to note that China's success has come at the cost of its people living in polluted cities, substandard products (hence buildings that collapse from poor materials, etc), etc. That it remains a military dictatorship. That its wealth is based on poor decision by Clinton to sign trade agreement that allowed production in China, which with its forced low cost of production due to government not allowing unions, etc., has cost the U.S. millions of jobs - resulting in 2008 recession and lack of recovery. If you examine Sinoland by John Poole it will be noted this is part of a long term plan to ruin the U.S. military so China can conquer America without war.",B43YEW2FvDs
UgyBZDsFCbUK2vFq1Ml4AaABAg,👍🏿🤘🏿,B43YEW2FvDs
UgygZqTauRNk1HYBx1x4AaABAg,👍🏿👍🏿👍🏿👍🏿 def Travel into the future like the passed on car companies themselves and there car cars,B43YEW2FvDs
Ugz5pPF7jdCCcwuIejJ4AaABAg,watch this,B43YEW2FvDs
UgzR5FbtjdLoY1ksOJ14AaABAg,The gov is not paying for it we are and they are taking are cash and wasting in that is why we are 22T down right now they don't have cash we do,B43YEW2FvDs
UgwhUJxorAUDPD8z_Gp4AaABAg,so we can sale what we like and people wish to buy like the so we can build like the Tucker 48 O right the gov shut them down.,B43YEW2FvDs
UgygYUwLjKDiFGNXPsZ4AaABAg,But they can't built the car we wish to have gov say's they have to build what we say or you can't sale it it's not safe so how is that free???,B43YEW2FvDs
UgxQPrfbymtNsiyALdp4AaABAg,am I the only one that see this as a sale point for Marks no it will work you are just doing it wrong  That is right up there with no you can breath water you are just doing it wrong and we are going to keep showing you with people until one of you get it right.  What a joke.,B43YEW2FvDs
Ugy2YDIJq-U88knxZ-p4AaABAg,"7:36 ¨The optimal ammount of government planning and free market is up to your personal values¨ no, its up to the materials availeble for each country, and each countries characteristics. For example, a country for a relatively high capital to labor ration due to oil reserves inside of it might benefir from more governement control, beceause there is less of a need of free market allocation of resources (theres only one important one, which is already allocated by the governemnt in other countries) a country with a high labor to capital ration might need more ¨free market¨ and ¨private enterprises¨ to optimize its capital and be more productive per person. Ultimately, it is up to the evaluation of the material conditions.",B43YEW2FvDs
UgwSCRnNd_-wzzX52MB4AaABAg,"Terrible definition of what is Socialism and what is Capitalism. 

Socialism is not = ""more State"" 

And Capitalism is not = ""less State"". 

Socialism means = more PUBLIC ownership of property (than private), but nobody ever said that it has to be necessarily centralized (could very well be decentralized), even less so in the Government. For example, you can research Participative Economics, Cooperative Enterprises, Consumers Cooperatives, Guild Socialism, and the whole work of guys like Oskar Lange, Paul Cockshott, and Pat Devine.

Also, just like Communism, complete Laissez Faire economies never existed anywhere in the world in history. Because there can't be private property in large scale for a long period of time without some kind of authority to secure it, like Legislative power, Judiciary power, Military, Police, etc, whatever (which kind of explains the transition from Feudalism to Capitalism om history). 
In other words, Capitalism doesn't mean just ""market economy"", but that in that market, the big majority of property is PRIVATE.",B43YEW2FvDs
UgyW23Cv2nxaA10PIuN4AaABAg,Thank you for providing free content like this Crash Course!,B43YEW2FvDs
UgxYhunayAxChhRXFUR4AaABAg,the man. talks fast!!!!!!!!!!!!!!,B43YEW2FvDs
UgzqTjdf-ey5uZr9Kwd4AaABAg,Jacob is a rapper,B43YEW2FvDs
UgwCKEECThEX7H87JDl4AaABAg,"say no more, say no more, nudge nudge wink wink, nudge and a wink same think to a blind bat on a hot day!",B43YEW2FvDs
Ugx_wTc4CT8S8Jqrfcx4AaABAg,Where did you guys get that statue from im loving it,B43YEW2FvDs
UgzP7zqvEXO49Dx-CB14AaABAg,Shadow of invisible hand 2:49 😄,B43YEW2FvDs
UgwP1Q8AuSoxTaVayOZ4AaABAg,"And we all want to live in New Zealand, not in North Korea.",B43YEW2FvDs
UgwiigFETGBZngUnGaV4AaABAg,"This shows how stupid mainstream economists are. Around 5:50 they say that the Government needs to tax or borrow in order to get the money to spend. Everyone knows this is wrong. Take out a dollar bill and look at it. It tells you on its face where it comes from. It comes from the Federal Government. So they have it exactly backwards. The Government does not tax us in order to get the money to spend. We need to get the money from the Government in order to pay our taxes. 



The fact that mainstream economists have such an obvious fact backwards explains why they completely missed 2008 coming, and why they can't explain anything about the modern economy (unless it's after the fact, of course). It's a pseudo science of highly educated but profoundly stupid people.",B43YEW2FvDs
Ugwu7HD2_HT2o2ldSyB4AaABAg,Thank you for the video - could you please try to talk a little slower in the future - my english is good but even I struggled to keep up with how the speed you guys were talking at.  :),B43YEW2FvDs
UgzIBwBveJAYuCVCe_t4AaABAg,I had to listed to them at 0.75 speed. Lol Thank you for the course!!,B43YEW2FvDs
Ugz_NyWl6Q2LqruFShh4AaABAg,"Question: In this circular flow model, if household as a whole get paid for $10 for their labor, then in order to profit,  the businesses as a whole need to sell products at a greater price than $10 which the household exactly doesn't have. How does economy work then?",B43YEW2FvDs
UgwpbsQP9tTG0cqMAMV4AaABAg,Dude slow down you talk way to fast,B43YEW2FvDs
UgyYx54B290LRU2nts54AaABAg,"I have a questions about the need for a government. Why is it so certain the tree market won't provide what are considered public services such as streets, education or law and order. Private education exists, private security and even private healthcare. And government has proved over and over again that they fail at their job, as bridges built by the government do fall and public education or health in many places lack quality. Also, to say that ""most people don't care about pollution"" for example is also false, otherwise their wouldn't be a market for bamboo toothbrushes. And government regulations can lead to to stagnation due to burocracy.",B43YEW2FvDs
UgxqlZJrDsFqVsUWyZ54AaABAg,I want someone to look at me the same way Adriene looks at Jacob 8:58,B43YEW2FvDs
UgxaM1WM5_wKO2_BMmx4AaABAg,"Deng Xiaoping? Lady China started growing in the 90', far after his government.

 This video is strongly pro-capitalist as it doesn't show what the benefits of communism are.
It even points out North Korea as the last example of communism, totally ignoring Vietnam",B43YEW2FvDs
UgwNkDLwq_PPccTMr554AaABAg,The only videos where I decrease the Playback Speed.,B43YEW2FvDs
Ugz2GGb1HOV50BA3s1p4AaABAg,"Mr. Clifford should really ask John how to say ""Roll the intro""",B43YEW2FvDs
UgwalM0tifctjHCMv894AaABAg,I’m gonna fail my Econ exam because this humor is so cringe,B43YEW2FvDs
UgwzSBaHRSgH2hoQKSN4AaABAg,literally have to pause after every other sentence and rewind a few times for notes for my econ class because the talk ridiculously fast.,B43YEW2FvDs
UgyfZyWIhS4nOmep6iV4AaABAg,you talk too damn fast.,B43YEW2FvDs
Ugxxd667jd9zuA_3dTB4AaABAg,That intro is pure cringe.,B43YEW2FvDs
UgzL3c7yHkurClZtvyd4AaABAg,"also denmark isn't socialist, they just have strong welfare states",B43YEW2FvDs
UgyMN5Q_7gCUlN1EF514AaABAg,Around the 9 minute mark she keeps looking at him like she wants to tenderize his schmeat,B43YEW2FvDs
UgygfvLabSmmmGxB8014AaABAg,I feel like the kid at 6:25 is childhood Hank haha,B43YEW2FvDs
UgwcYvt7O5NtAZKTP8t4AaABAg,Thrash* course . What a introduction OMG. Cringefest,B43YEW2FvDs
UgyQ2pWkUVGahzWgZqZ4AaABAg,She is very funny 😄😄,B43YEW2FvDs
Ugyyajz-SPsTq3RsiLR4AaABAg,I don’t understand why you need to speak so quickly. It was so fast that I checked the playback speed to see if I increased the it,B43YEW2FvDs
Ugy3YPJkLXXOhd5snIh4AaABAg,"Both jaccob clifford and adriene hill are awesome, thanks for providing the value
But adriene hill is just so cute🤩",B43YEW2FvDs
UgzmPfKfrVDWuphlXj94AaABAg,"""Consumers can't make good choices if they're not educated""
As an admittedly, very stupid 21 year old about to go back to college For economics specifically and having no real knowledge yet, it really feels like this right here is the problem.",B43YEW2FvDs
Ugy7SciCZrU_6dZHtpR4AaABAg,guys you really needs to speak a little be slower... calm down,B43YEW2FvDs
Ugzkm9m2YZM5ZFZ8f_l4AaABAg,"Episode 3 and we're already on our 3rd unique ACDC belt buckle, I love this guy.",B43YEW2FvDs
UgzzFyd4ljFcqigGjKN4AaABAg,It's sort of funny how they call United States a free market 😝,B43YEW2FvDs
UgzOIh-08oZhc36VYBN4AaABAg,who stan?,B43YEW2FvDs
Ugx1r6c2B3dTDitREzV4AaABAg,"1) As a social order, we have to figure out three things:
 - What will we produce?
 - How to produce it?
 - Who will get it?
2) Two different economic systems: market economies and planned economies.
 a. In planned economy, government controls labor, land and capital.
 b. Communism is primarily defined by the lack of private property. Class-lessness is a symptom of having no private property. There are no communist countries in the world.
 c. Often socialism has some private property and some public ownership.
 d. Command economy is totally controlled by government.
 f. In market economies, individuals control production to get profit.
Invisible hand - the unintended social benefits resulting from individual actions.
""It's not from the benevolence of the butcher, the brewer, or the baker, that we expect our dinner, but from the regard to their own interest.""
The mechanism of the invisible hand is that if you produce unwanted or shoddy products, a competitor will produce better more desirable products and put you out of business. This results in businesses that produce the things that people want/demand most, at lower prices.
3) Modern economies are neither completely free market nor planned. There's a spectrum of government involvement.
4) Circular flow model.
 a. Modern economy is made above households (individuals like him and you) and businesses.
 b. Businesses sell goods and services to households in product market.
 c. Households earn the money by selling labor to businesses.
 d. Businesses pay for the resources on resource market.
 f. Government also buys products and resources, i.e. to buy cars from businesses and hire policemen to drive them.
 e. Government gets the money from taxes, households and businesses (and borrowing).",B43YEW2FvDs
UgwKwKXD2r7jtlY9oUR4AaABAg,I dig that AC/DC belt!,B43YEW2FvDs
UgzxdHFi-l0ozlXNs_F4AaABAg,"The arrows at 640 pointing away from the capital building should point both ways. They hire, but also tax individuals, and purchase but tax corps.",B43YEW2FvDs
UgyUxNJP0l6QF3_BeW54AaABAg,"""In a free market economic like united States"" 
Oligopolies: [Evil laugh]",B43YEW2FvDs
UgwGNLvP4KPItwPBIqN4AaABAg,A set of 55 Bicycle Economies help to meet the needs,B43YEW2FvDs
UgwROooBrRjs5kcUtXt4AaABAg,They talk too fast I know it's a crash course but damn,B43YEW2FvDs
UgwADq1BiX6q-NOOQ2N4AaABAg,Civil service is not socialism. Emergency services and building roads and bridges is not socialism! Civil service jobs are tax funded jobs that people do for the greater good instead of profit. When government deficit spends to pay high salaries that's when we enter into a planned economy/ socialism.,B43YEW2FvDs
UgzG4l93QqxdhcWfh454AaABAg,"""Nobody really cares about the new iPhone if there's a bomb dropping on your head""

sure?  in 2014 Iraqis  were looking for latest version of  iphone and samsung in bazaar while ISIL fighters were on door steps.",B43YEW2FvDs
Ugzt1zwV5bbtDqFvqa54AaABAg,Anyone noticed AC DC,B43YEW2FvDs
UgzcoBubeF6cu2sj-a14AaABAg,anyone else notice the acdc belt.,B43YEW2FvDs
UgwqrExqwFVz1IAOdGZ4AaABAg,"I like Thomas Sowell. I think economists don't concern themselves with answering questions about how SHOULD a government become involved (if at all!) to alleviate poverty, and, essentially, redistribute wealth because the answers to those questions depend on moral philosophy. I highly recommend those interested in these types of answers to read about objectivism",B43YEW2FvDs
UgwciusEezRVjKpRP1B4AaABAg,Why would socialists use Denmark as an exemplar?,B43YEW2FvDs
UgwNTE-T-MDzZizgxop4AaABAg,Less government involvement the better.,B43YEW2FvDs
Ugxdv6ZAXjntXn1H5k54AaABAg,"1:50 “except not at all. In practice, no country has ever been truly communist.” THANK YOU. FACTS.",B43YEW2FvDs
UgzxsWxdmocbiRp4nvJ4AaABAg,People complain about having to pay any taxes yet they also complain about potholes and the government not doing enough -_-,B43YEW2FvDs
Ugx5pRbb1BXttuK1C3Z4AaABAg,"Worst monopoly around: ICBC in British Columbia. If anyone from BC is reading this, you know what I'm talking about.",B43YEW2FvDs
UgzMd_sMiVwVk95k7uR4AaABAg,Am I the only one here find Adriene hot?,B43YEW2FvDs
Ugy2LxsKn_rKCleCqqZ4AaABAg,Denmark have stated they are not a socialist country.,B43YEW2FvDs
UgwZDVu-fg4ItmXwDTh4AaABAg,"When businesses produce goods and services that are demanded by individuals, this is described as the ___________________ of the market.",B43YEW2FvDs
Ugwt-qGAO5lVGRpoX5F4AaABAg,@mama fluff are there any countries that are your command economies?,B43YEW2FvDs
UgxI1ycdu2JbRAizS094AaABAg,Oh man that AC/DC belt,B43YEW2FvDs
UgzQTgqPTu5MVh2B_j14AaABAg,This course must be watched at 0.75x play back speed😅,B43YEW2FvDs
UgzyJXykpglPBmypDiR4AaABAg,"I think the issue here is that we speak in terms of simply monetary cost. I think happiness, or quality of life, is a far better metric to measure when it comes to deciding what is best.",B43YEW2FvDs
UgwEPDqtxfrHDFJ2fep4AaABAg,I'm being forced into watching this by my teacher (Big Yikes),B43YEW2FvDs
UgwXztN9zHTwBZSjMSx4AaABAg,The green shirt was ugly...,B43YEW2FvDs
UgyYe6FNzKwiJiKS_AZ4AaABAg,seriously， this  video speaks too fast!,B43YEW2FvDs
UgwlevRFG553JhSR7q14AaABAg,Jesus is this a who can talk fastest contest?,B43YEW2FvDs
UgyE3Akq-9SCu7ba1xB4AaABAg,Im dumb,B43YEW2FvDs
Ugw0AwnqORsurrZtyOV4AaABAg,It was _not_ a good shirt,B43YEW2FvDs
Ugzb1Fab1nhRozaTixN4AaABAg,Gaada subtitle indonesianya anjir,B43YEW2FvDs
Ugycdf7fAfSR7YUqwe54AaABAg,Denmark is actually a free market economy.,B43YEW2FvDs
Ugyl1U3J_Q3RpEl6VZZ4AaABAg,The best part of the video is his belt,B43YEW2FvDs
UgzRUGc6f3EOyKzUyk54AaABAg,6:32 errm..... Does printing fits here?,B43YEW2FvDs
UgzNrpcCdTYaIeluuKh4AaABAg,High priest Jesus is central authority,B43YEW2FvDs
Ugx9chUF_fV5XRh7_KJ4AaABAg,"Lovely, awesome series! You guys are amazing. Thanks for sharing!",B43YEW2FvDs
Ugwdr8o9Dx2vdsA6CjN4AaABAg,i really love this course and I'm sorry if this coment isn't very educacional but... i really love Jacob's belt of ACDC >///<,B43YEW2FvDs
UgzW6EjXz94hpiBLQ-t4AaABAg,"Wrong. Communism and Socialism aren't planned economies where the government decides what to produce.
If you're going by the definitions, yes communism is a classless society, but it does not have a government directing people what to do. Meanwhile Socialism does and it's supposed to be a transitory period between capitalism and communism. I hate the way you brought up the common everyday definitions of the terms, went ahead to explain the real meaning, and ended up not explaining it at all. As you said, Communism is not command economy... Then why did you define it as such?",B43YEW2FvDs
UgxBO57CLHSbOXpAGf54AaABAg,You speaking to fast,B43YEW2FvDs
UgzL3Sx4eDxocWaBDdl4AaABAg,By the way crash course is very informative they really bring good stuff really appreciate all your effort thanks a lot creah course....but my video became 20 mins.😅😅😅..i have to pause whenever jacob comes in action...sir please speak slow so that we can listen it and process it in our mind...that would be helpful ..any way it was still best....,B43YEW2FvDs
UgykmjeG0PXnp7j6iLV4AaABAg,"5:43 lol i died on this thought bubble, it's just a cycle lol",B43YEW2FvDs
UgzHrXzUCuxmj8EuYjZ4AaABAg,The guy speaks too fast,B43YEW2FvDs
UgwJ56aIp0oEXDok3wl4AaABAg,"When a company researches new emission technology, the government may force them to implement it across the board before it's cost-effective to the company. This disincentivizes clean technology and stagnates innovation.",B43YEW2FvDs
UgziXIb9T3w-j2dsmLh4AaABAg,They speak too fast,B43YEW2FvDs
UgyTFDz4kwOChO9OOH14AaABAg,i like the car,B43YEW2FvDs
UgwG6o2dbnKpGzgOVa54AaABAg,Please make subtitle in indonesiaa... this channel so help me to improve my self. Subtitle indonesia just available ini 1st-2nd episode. For the next episode nothing subt in indonesian. Im so sad.,B43YEW2FvDs
UgwRwabPha0lI6rTb594AaABAg,who else watching in 2019 and thinking that they're speaking a tad quick. :),B43YEW2FvDs
UgyERDPxb2Atf2JMKK94AaABAg,Hello Sir Ribot,B43YEW2FvDs
UgzuoFDBOZzxXEaIlPB4AaABAg,iPhone dialogue was good one,B43YEW2FvDs
UgyHH9iMd0dBmAt89B94AaABAg,*laughs in anarcho capitalist*,B43YEW2FvDs
UgwRawcIsKYEb0bPx4F4AaABAg,"The best economic system is the free market system. The only thing the government needs to handle is protecting property rights  protecting citizens from domestic and foreign military threats, and being a mediator between 2 parties. Other than that STAY OUT OF THE ECONOMY. it's not the government's business how much someone gets paid.",B43YEW2FvDs
UgyifX14rjDzlLRcq5R4AaABAg,Love the AC⚡DC belt,B43YEW2FvDs
Ugy9SsBoat4_W0_G0m54AaABAg,My man has a AC/DC belt,B43YEW2FvDs
UgyBZ_EsUhcTEyyIZAR4AaABAg,who else noticed the ACDC belt XD,B43YEW2FvDs
UgwYDUVcE8R6il_7yE54AaABAg,Anybody else notice Jacob's ACDC belt at the beginning of the video,B43YEW2FvDs
Ugx7OIb4GuAefouqbR94AaABAg,"stop trying to be fun and cool, just be u and give us eduction",B43YEW2FvDs
UgwekaWS0RUxxLnZdpl4AaABAg,"My while life has been a lie,  you mean to tell me that Doc Brown didn't get back to the future 🤯",B43YEW2FvDs
UgxWnsB6fs0ddAahGpt4AaABAg,If you understand this at normal speed we cannot be friends.,B43YEW2FvDs
